merchant_raw,category_id,amount_cents
Internet Banking E-TRANSFER 011657818923 swathi,__exclude,2300
Internet Banking E-TRANSFER 011660727683 Koushik Sivarama Krishnan,__exclude,200000
Internet Banking E-TRANSFER 011667220589 SATHVIK DIVILI,__exclude,40000
Internet Banking E-TRANSFER 011669290503 Koushik Sivarama Krishnan,__exclude,160498
Internet Banking E-TRANSFER 011675092995 Koushik Sivarama Krishnan,__exclude,170000
Internet Banking E-TRANSFER 011696632321 Koushik Sivarama Krishnan,__exclude,300000
Internet Banking E-TRANSFER 104689136705 paul,__exclude,80000
Internet Banking E-TRANSFER 104704198945 manisha,__exclude,850
Internet Banking E-TRANSFER 104710832370 paul,__exclude,80000
Internet Banking E-TRANSFER 104723666292 Jheel Shah,__exclude,500
Internet Banking E-TRANSFER 104734285182 Sathvik,__exclude,2650
Internet Banking E-TRANSFER 104734295029 Sadhik,__exclude,512
Internet Banking E-TRANSFER 104740850903 Manisha rani,__exclude,1170
Internet Banking E-TRANSFER 104746786249 paul,__exclude,80000
Internet Banking E-TRANSFER 104775876060 Sadhik,__exclude,20000
Internet Banking E-TRANSFER 104780909995 paul,__exclude,5393
Internet Banking E-TRANSFER 104780910355 paul,__exclude,3838
Internet Banking E-TRANSFER 104780910497 paul,__exclude,80000
Internet Banking E-TRANSFER 104784333812 RAHUL BHATTACHARJEE,__exclude,2500
Internet Banking E-TRANSFER 104808138048 Sadhik,__exclude,300000
Internet Banking E-TRANSFER 104809461453 Sadhik,__exclude,200000
Internet Banking E-TRANSFER 104810826722 swathi,__exclude,24000
Internet Banking E-TRANSFER 104818914403 Joe,__exclude,39166
Internet Banking E-TRANSFER 104819889128 joe,__exclude,41500
Internet Banking E-TRANSFER 104825346864 paul,__exclude,18757
Internet Banking E-TRANSFER 104835055022 Joe,__exclude,78330
Internet Banking E-TRANSFER 104870377977 Joe,__exclude,78330
Internet Banking E-TRANSFER 104901952326 Joe,__exclude,78333
Internet Banking E-TRANSFER 104941419020 Joe,__exclude,78333
Internet Banking E-TRANSFER 104958540089 Joe,__exclude,78333
Internet Banking E-TRANSFER 105004610560 Sadhik,__exclude,50000
Internet Banking E-TRANSFER 105010355619 Sathvik,__exclude,200000
Internet Banking E-TRANSFER 105016441932 Joe,__exclude,40000
Internet Banking E-TRANSFER 105042104522 Sathvik,__exclude,280000
Internet Banking E-TRANSFER 105045758904 Vyshnavi,__exclude,50000
Internet Banking E-TRANSFER 105089967790 Joe,__exclude,78333
Internet Banking E-TRANSFER 105097561750 Reza,__exclude,62500
Internet Banking E-TRANSFER 105102355148 Vyshnavi,__exclude,5000
Internet Banking E-TRANSFER 105105837820 Sathvik,__exclude,10000
Internet Banking E-TRANSFER 105106286087 Vyshnavi,__exclude,30000
Internet Banking E-TRANSFER 105116966177 Jheel,__exclude,150000
Internet Banking E-TRANSFER 105116991627 Joe,__exclude,150000
Internet Banking E-TRANSFER 105118437803 Vyshnavi,__exclude,160000
Internet Banking E-TRANSFER 105118438229 Joe,__exclude,70000
Internet Banking E-TRANSFER 105125435032 Vyshnavi,__exclude,170000
Internet Banking E-TRANSFER 105125620302 Vyshnavi,__exclude,130000
Internet Banking E-TRANSFER 105129262264 Reza,__exclude,125000
Internet Banking E-TRANSFER 105129267119 Sadhik,__exclude,12200
Internet Banking E-TRANSFER 105131205540 Vyshnavi,__exclude,70000
Internet Banking E-TRANSFER 105149448791 Vyshnavi,__exclude,250000
Internet Banking E-TRANSFER 105152493591 Sathvik,__exclude,300000
Internet Banking E-TRANSFER 105165809694 Reza,__exclude,125000
Internet Banking E-TRANSFER 105205425068 Reza,__exclude,125000
Internet Banking E-TRANSFER 105224025887 One-time contact,__exclude,1700
Internet Banking E-TRANSFER 105243294057 Reza,__exclude,125000
Internet Banking E-TRANSFER 105249142383 Joe,__exclude,300000
Internet Banking E-TRANSFER 105265106962 Pacific Coast,__exclude,46250
Internet Banking E-TRANSFER 105269077604 Sadhik,__exclude,300000
Internet Banking E-TRANSFER 105284632321 Pacific Coast,__exclude,92500
Internet Banking E-TRANSFER 105306796413 Vyshnavi,__exclude,250000
Internet Banking E-TRANSFER 105326733481 Pacific Coast,__exclude,92500
Internet Banking E-TRANSFER 105326982782 Pacific Coast,__exclude,5304
Internet Banking E-TRANSFER 105339609156 Sadhik,__exclude,20000
Internet Banking E-TRANSFER 105342911249 Oshin,__exclude,2054
Internet Banking E-TRANSFER 105358802033 Pacific Coast,__exclude,92500
Internet Banking E-TRANSFER 105358814319 Pacific Coast,__exclude,6304
Internet Banking E-TRANSFER 105397026460 One-time contact Koushik,__exclude,2000
Internet Banking E-TRANSFER 105397081907 Pacific Coast,__exclude,11338
Internet Banking E-TRANSFER 105400134169 Pacific Coast,__exclude,92500
Internet Banking E-TRANSFER 105438118774 Pacific Coast,__exclude,92500
Internet Banking E-TRANSFER 105438122185 Pacific Coast,__exclude,3704
Internet Banking E-TRANSFER 105456354870 One-time contact Ram,__exclude,5000
Internet Banking E-TRANSFER 105480209975 Pacific Coast,__exclude,92500
Internet Banking E-TRANSFER 105480211533 Pacific Coast,__exclude,8434
Internet Banking E-TRANSFER 105519183516 Pacific Coast,__exclude,92500
Internet Banking E-TRANSFER 105519185704 Pacific Coast,__exclude,716
Internet Banking E-TRANSFER 105560526303 Pacific Coast,__exclude,92500
Internet Banking E-TRANSFER 105560682353 Pacific Coast,__exclude,6212
Internet Banking E-TRANSFER 105583684812 Swathi,__exclude,300000
Internet Banking E-TRANSFER 105588077665 Swathi,__exclude,300000
Internet Banking E-TRANSFER 105605442587 Sathvik,__exclude,50000
Internet Banking E-TRANSFER 105618781672 Hari Anna,__exclude,89297
Internet Banking E-TRANSFER 105655360057 Swathi,__exclude,71500
Internet Banking E-TRANSFER 105681473439 Swathi,__exclude,71500
Internet Banking E-TRANSFER 105687863166 Sathvik,__exclude,100000
Internet Banking E-TRANSFER 105725925875 Swathi,__exclude,71500
Internet Banking E-TRANSFER 105743546103 Swathi,__exclude,300000
Internet Banking E-TRANSFER 105759222347 Swathi,__exclude,150000
Internet Banking E-TRANSFER 105760683803 Swathi,__exclude,50000
Internet Banking E-TRANSFER 105774730686 Swathi,__exclude,271500
Internet Banking E-TRANSFER 105776736040 Sathvik,__exclude,100000
Internet Banking E-TRANSFER 105801944102 Sathvik,__exclude,50000
Internet Banking E-TRANSFER 105897568747 Koushik Sivarama Krishnan,__exclude,100000
Internet Banking E-TRANSFER 105935240572 Koushik Sivarama Krishnan,__exclude,150000
Internet Banking E-TRANSFER 105942694108 rajesh bro,__exclude,11600
Internet Banking E-TRANSFER 105943984106 rajesh bro,__exclude,11600
Internet Banking E-TRANSFER 105946419263 Jin Ying Sun,__exclude,85000
Internet Banking E-TRANSFER 105947310147 Koushik Sivarama Krishnan,__exclude,50000
Internet Banking E-TRANSFER 105947917027 rajesh bro,__exclude,33200
Internet Banking E-TRANSFER 105950894357 Swathi,__exclude,50000
Internet Banking E-TRANSFER 105972165245 Jin Ying Sun,__exclude,170000
Internet Banking E-TRANSFER 106001023942 Swathi,__exclude,300000
Internet Banking FULFILL REQUEST 011687598129 Koushik Sivarama Krishnan,__exclude,46000
Internet Banking FULFILL REQUEST 105164692519 Koushik Sivarama Krishnan,__exclude,2000
Internet Banking FULFILL REQUEST 105167047603 Koushik Sivarama Krishnan,__exclude,9000
Internet Banking FULFILL REQUEST 105236398985 Koushik Sivarama Krishnan,__exclude,40000
Internet Banking FULFILL REQUEST 105267043632 Koushik Sivarama Krishnan,__exclude,20000
Internet Banking FULFILL REQUEST 105344842530 Koushik Sivarama Krishnan,__exclude,50000
Internet Banking FULFILL REQUEST 105366662954 Koushik Sivarama Krishnan,__exclude,25000
Internet Banking FULFILL REQUEST 105423716740 Koushik Sivarama Krishnan,__exclude,25000
Internet Banking FULFILL REQUEST 105446307798 Koushik Sivarama Krishnan,__exclude,50000
Internet Banking FULFILL REQUEST 105650271710 Koushik Sivarama Krishnan,__exclude,90000
Internet Banking INTERNET BILL PAY 000000120599 UNIVERSITY OF VICTORIA TU,__exclude,104022
Internet Banking INTERNET BILL PAY 000000121735 UNIVERSITY OF VICTORIA TU,__exclude,183967
Internet Banking INTERNET BILL PAY 000000211129 UNIVERSITY OF VICTORIA TU,__exclude,106135
Internet Banking INTERNET GLOBAL MONEY TRANSFER FEE $0.00 429315144279 219866.20 INR @ 0,__exclude,368100
Internet Banking INTERNET TRANSFER 000000100326,__exclude,20733
Internet Banking INTERNET TRANSFER 000000100782,__exclude,220000
Internet Banking INTERNET TRANSFER 000000100843,__exclude,22509
Internet Banking INTERNET TRANSFER 000000101419,__exclude,80000
Internet Banking INTERNET TRANSFER 000000101676,__exclude,62010
Internet Banking INTERNET TRANSFER 000000101693,__exclude,80000
Internet Banking INTERNET TRANSFER 000000102943,__exclude,15428
Internet Banking INTERNET TRANSFER 000000104280,__exclude,200000
Internet Banking INTERNET TRANSFER 000000104797 FROM ACCOUNT 00930/****233,__exclude,200000
Internet Banking INTERNET TRANSFER 000000104797 TO ACCOUNT 04930/****194,__exclude,200000
Internet Banking INTERNET TRANSFER 000000105079,__exclude,20000
Internet Banking INTERNET TRANSFER 000000105751,__exclude,100000
Internet Banking INTERNET TRANSFER 000000106621,__exclude,33780
Internet Banking INTERNET TRANSFER 000000108262,__exclude,80000
Internet Banking INTERNET TRANSFER 000000110759,__exclude,24488
Internet Banking INTERNET TRANSFER 000000112166,__exclude,20000
Internet Banking INTERNET TRANSFER 000000112252 FROM ACCOUNT 00930/****233,__exclude,170000
Internet Banking INTERNET TRANSFER 000000112252 TO ACCOUNT 04930/****194,__exclude,170000
Internet Banking INTERNET TRANSFER 000000112611,__exclude,9131
Internet Banking INTERNET TRANSFER 000000113127,__exclude,20000
Internet Banking INTERNET TRANSFER 000000113521,__exclude,600000
Internet Banking INTERNET TRANSFER 000000113712,__exclude,9437
Internet Banking INTERNET TRANSFER 000000113870,__exclude,100000
Internet Banking INTERNET TRANSFER 000000114246,__exclude,602
Internet Banking INTERNET TRANSFER 000000114440,__exclude,60000
Internet Banking INTERNET TRANSFER 000000114598,__exclude,6573
Internet Banking INTERNET TRANSFER 000000114733,__exclude,250000
Internet Banking INTERNET TRANSFER 000000114852,__exclude,13087
Internet Banking INTERNET TRANSFER 000000114860,__exclude,3968
Internet Banking INTERNET TRANSFER 000000115866,__exclude,200000
Internet Banking INTERNET TRANSFER 000000116709,__exclude,50000
Internet Banking INTERNET TRANSFER 000000116973,__exclude,150000
Internet Banking INTERNET TRANSFER 000000117937,__exclude,270000
Internet Banking INTERNET TRANSFER 000000117995 FROM ACCOUNT 00930/****233,__exclude,100000
Internet Banking INTERNET TRANSFER 000000118873,__exclude,20000
Internet Banking INTERNET TRANSFER 000000119118,__exclude,9007
Internet Banking INTERNET TRANSFER 000000119142,__exclude,300000
Internet Banking INTERNET TRANSFER 000000119785,__exclude,80000
Internet Banking INTERNET TRANSFER 000000120082 FROM ACCOUNT 00930/****233,__exclude,40000
Internet Banking INTERNET TRANSFER 000000120082 TO ACCOUNT 04930/****194,__exclude,40000
Internet Banking INTERNET TRANSFER 000000120639,__exclude,180000
Internet Banking INTERNET TRANSFER 000000121026,__exclude,20000
Internet Banking INTERNET TRANSFER 000000121454,__exclude,250000
Internet Banking INTERNET TRANSFER 000000122159,__exclude,50000
Internet Banking INTERNET TRANSFER 000000122899,__exclude,80000
Internet Banking INTERNET TRANSFER 000000124650,__exclude,160000
Internet Banking INTERNET TRANSFER 000000125094,__exclude,80000
Internet Banking INTERNET TRANSFER 000000125736,__exclude,50000
Internet Banking INTERNET TRANSFER 000000125923,__exclude,60000
Internet Banking INTERNET TRANSFER 000000125973,__exclude,2401
Internet Banking INTERNET TRANSFER 000000126274,__exclude,350000
Internet Banking INTERNET TRANSFER 000000127410,__exclude,80000
Internet Banking INTERNET TRANSFER 000000127598,__exclude,20000
Internet Banking INTERNET TRANSFER 000000127867,__exclude,5145
Internet Banking INTERNET TRANSFER 000000129395,__exclude,150000
Internet Banking INTERNET TRANSFER 000000129414,__exclude,26800
Internet Banking INTERNET TRANSFER 000000129520,__exclude,100000
Internet Banking INTERNET TRANSFER 000000129657,__exclude,14374
Internet Banking INTERNET TRANSFER 000000129680,__exclude,200000
Internet Banking INTERNET TRANSFER 000000129815,__exclude,50000
Internet Banking INTERNET TRANSFER 000000131729,__exclude,100000
Internet Banking INTERNET TRANSFER 000000132258,__exclude,64000
Internet Banking INTERNET TRANSFER 000000132295,__exclude,70000
Internet Banking INTERNET TRANSFER 000000133286,__exclude,50000
Internet Banking INTERNET TRANSFER 000000133758,__exclude,17927
Internet Banking INTERNET TRANSFER 000000134855,__exclude,30000
Internet Banking INTERNET TRANSFER 000000134900,__exclude,71500
Internet Banking INTERNET TRANSFER 000000135006,__exclude,200000
Internet Banking INTERNET TRANSFER 000000135957,__exclude,200000
Internet Banking INTERNET TRANSFER 000000136109,__exclude,602
Internet Banking INTERNET TRANSFER 000000136583,__exclude,5000
Internet Banking INTERNET TRANSFER 000000137217,__exclude,10000
Internet Banking INTERNET TRANSFER 000000137529,__exclude,70000
Internet Banking INTERNET TRANSFER 000000137576,__exclude,7388
Internet Banking INTERNET TRANSFER 000000137599,__exclude,80000
Internet Banking INTERNET TRANSFER 000000138226,__exclude,80000
Internet Banking INTERNET TRANSFER 000000138262,__exclude,100000
Internet Banking INTERNET TRANSFER 000000138383,__exclude,30000
Internet Banking INTERNET TRANSFER 000000138731,__exclude,30000
Internet Banking INTERNET TRANSFER 000000139336 FROM ACCOUNT 00930/****233,__exclude,160498
Internet Banking INTERNET TRANSFER 000000139336 TO ACCOUNT 04930/****194,__exclude,160498
Internet Banking INTERNET TRANSFER 000000139541,__exclude,10000
Internet Banking INTERNET TRANSFER 000000139922,__exclude,5687
Internet Banking INTERNET TRANSFER 000000200620,__exclude,20000
Internet Banking INTERNET TRANSFER 000000201489,__exclude,100000
Internet Banking INTERNET TRANSFER 000000202161,__exclude,200000
Internet Banking INTERNET TRANSFER 000000202462,__exclude,20000
Internet Banking INTERNET TRANSFER 000000203705 TO CARD 4505********1001,__exclude,105742
Internet Banking INTERNET TRANSFER 000000204763,__exclude,250000
Internet Banking INTERNET TRANSFER 000000205237,__exclude,150000
Internet Banking INTERNET TRANSFER 000000206167,__exclude,200000
Internet Banking INTERNET TRANSFER 000000206332,__exclude,18300
Internet Banking INTERNET TRANSFER 000000207958,__exclude,4439
Internet Banking INTERNET TRANSFER 000000209502,__exclude,18886
Internet Banking INTERNET TRANSFER 000000209817,__exclude,100000
Internet Banking INTERNET TRANSFER 000000210050,__exclude,200000
Internet Banking INTERNET TRANSFER 000000210343,__exclude,23068
Internet Banking INTERNET TRANSFER 000000210836,__exclude,9945
Internet Banking INTERNET TRANSFER 000000211120,__exclude,300000
Internet Banking INTERNET TRANSFER 000000211391,__exclude,8000
Internet Banking INTERNET TRANSFER 000000212244,__exclude,150000
Internet Banking INTERNET TRANSFER 000000212334,__exclude,5000
Internet Banking INTERNET TRANSFER 000000212388,__exclude,10571
Internet Banking INTERNET TRANSFER 000000213178 FROM ACCOUNT 00930/****233,__exclude,2367
Internet Banking INTERNET TRANSFER 000000213178 TO ACCOUNT 04930/****194,__exclude,2367
Internet Banking INTERNET TRANSFER 000000213579,__exclude,275000
Internet Banking INTERNET TRANSFER 000000214596,__exclude,20000
Internet Banking INTERNET TRANSFER 000000215058,__exclude,350000
Internet Banking INTERNET TRANSFER 000000215420,__exclude,1500
Internet Banking INTERNET TRANSFER 000000218080,__exclude,180000
Internet Banking INTERNET TRANSFER 000000218154,__exclude,55000
Internet Banking INTERNET TRANSFER 000000219251,__exclude,27683
Internet Banking INTERNET TRANSFER 000000220117,__exclude,16263
Internet Banking INTERNET TRANSFER 000000220329,__exclude,200000
Internet Banking INTERNET TRANSFER 000000220687,__exclude,30000
Internet Banking INTERNET TRANSFER 000000220896,__exclude,300000
Internet Banking INTERNET TRANSFER 000000221358,__exclude,200000
Internet Banking INTERNET TRANSFER 000000222460,__exclude,16000
Internet Banking INTERNET TRANSFER 000000223069,__exclude,50000
Internet Banking INTERNET TRANSFER 000000223443,__exclude,200000
Internet Banking INTERNET TRANSFER 000000223645,__exclude,1596
Internet Banking INTERNET TRANSFER 000000223989,__exclude,46233
Internet Banking INTERNET TRANSFER 000000224258,__exclude,300000
Internet Banking INTERNET TRANSFER 000000224361,__exclude,23043
Internet Banking INTERNET TRANSFER 000000225079,__exclude,17216
Internet Banking INTERNET TRANSFER 000000225377,__exclude,30000
Internet Banking INTERNET TRANSFER 000000227263,__exclude,12466
Internet Banking INTERNET TRANSFER 000000227533,__exclude,80000
Internet Banking INTERNET TRANSFER 000000227766 TO CARD 4505********1001,__exclude,63316
Internet Banking INTERNET TRANSFER 000000228843,__exclude,70000
Internet Banking INTERNET TRANSFER 000000229665,__exclude,170000
Internet Banking INTERNET TRANSFER 000000230323,__exclude,150000
Internet Banking INTERNET TRANSFER 000000231759,__exclude,14127
Internet Banking INTERNET TRANSFER 000000232141,__exclude,18891
Internet Banking INTERNET TRANSFER 000000232368,__exclude,50000
Internet Banking INTERNET TRANSFER 000000232797,__exclude,190000
Internet Banking INTERNET TRANSFER 000000233342,__exclude,40000
Internet Banking INTERNET TRANSFER 000000235596,__exclude,6268
Internet Banking INTERNET TRANSFER 000000236886,__exclude,8400
Internet Banking INTERNET TRANSFER 000000237740,__exclude,5104
Internet Banking INTERNET TRANSFER 000000238417,__exclude,20000
Internet Banking INTERNET TRANSFER 000000238937,__exclude,11352
Internet Banking INTERNET TRANSFER 000000239758,__exclude,47372
INTERNET LIGHTSPEED BUR BURNABY,utilities,6491
IPARTY DOLLAR STORE 406 BURNABY,shopping,1091
"ITALIAN CENTRE SHOP 01 EDMONTON, AB",groceries,1153
JAVA CAFE AND BAKERY 41 EDMONTON,dining,2201
"JEYA BROTHERS VANCOUVER, BC",groceries,8117
JM HILLSIDE HOLDINGS LT VICTORIA,shopping,524
JOBRIGHT.AI             SANTA CLARA,subscriptions,4215
JUGO JUICE - 2128 41059 EDMONTON,dining,53
"JUGO JUICE - 2205 BURNABY, BC",dining,1150
KFC EDMONTON CENTRE KFC EDMONTON,dining,1679
KFC KINGSWAY GARDEN M K EDMONTON,dining,1364
"KI-TEA HOUSE CAFE BURNABY, BC",dining,663
"KIN'S FARM MARKET DAV VANCOUVER, BC",groceries,540
"KIOKII.. SOUTHGATE EDMONTON, AB",shopping,4304
KITSILANO               VANCOUVER,travel,1438
KIWI.COM 524335         BRNO,travel,19699
KPN FARM FRESH PVT LTD  600040,groceries,109
La Buche                QUEBEC,dining,9358
LA FUDGERIE LA FUDGERIE QUEBEC,shopping,575
LA LUTINERIE DE MONTREA Montreal,shopping,1610
LA ROUX PATISSERIE      Victoria,dining,394
LANDMARK CINEMAS        CALGARY,shopping,692
LANDMARK WEB TICKETIN   403-262-4255,shopping,3098
LEE'S DONUTS GRANVILLE  Vancouver,dining,750
LIME*RIDE MPUH          SAN FRANCISCO,transport,1889
LIME*RIDE MPUH          VANCOUVER,transport,1488
LINKEDINPREB *99826146  MOUNTAIN VIEW,subscriptions,31987
"LOBLAWS CITY MARKET YI EDMONTON, AB",groceries,318
LOCAL PIZZA - HILLSIDE  Victoria,dining,335
LOCAL PIZZA LOCAL PIZZA Victoria,dining,733
"LOCAL PIZZA VICTORIA, BC",dining,771
LONDON DRUGS #7         VANCOUVER,health,1800
"LONDON DRUGS 71 BURNABY, BC",health,3989
LS DAVES HOT CHICKEN    EDMONTON,dining,3229
LS DAVES HOT CHICKEN    VICTORIA,dining,1846
LUCKY SUPERMARKET 97    EDMONTON,groceries,7018
"LUFTHANSA 2202202987255 TORONTO, ON",travel,210216
LYFT   *AIRPORT 05-23   VANCOUVER,transport,4297
LYFT   *AIRPORT 06-14   VANCOUVER,transport,4414
LYFT   *AIRPORT 06-24   VANCOUVER,transport,4993
LYFT   *AIRPORT 06-27   VANCOUVER,transport,4194
LYFT   *CANC FEE 07-23  VANCOUVER,transport,105
LYFT   *CANCEL FEE      VANCOUVER,transport,420
LYFT   *RIDE FRI 12PM   VANCOUVER,transport,894
LYFT   *RIDE FRI 1PM    VANCOUVER,transport,797
LYFT   *RIDE FRI 3PM    VANCOUVER,transport,1343
LYFT   *RIDE FRI 6PM    VANCOUVER,transport,395
LYFT   *RIDE FRI 7PM    VANCOUVER,transport,1299
LYFT   *RIDE FRI 8PM    VANCOUVER,transport,728
LYFT   *RIDE FRI 9PM    VANCOUVER,transport,153
LYFT   *RIDE MON 1PM    VANCOUVER,transport,4997
LYFT   *RIDE SAT 10PM   VANCOUVER,transport,3689
LYFT   *RIDE SAT 12PM   VANCOUVER,transport,492
LYFT   *RIDE SAT 1PM    VANCOUVER,transport,798
LYFT   *RIDE SAT 2PM    VANCOUVER,transport,894
LYFT   *RIDE SAT 3PM    VANCOUVER,transport,493
LYFT   *RIDE SAT 4PM    VANCOUVER,transport,693
LYFT   *RIDE SAT 5PM    VANCOUVER,transport,1393
LYFT   *RIDE SAT 6AM    VANCOUVER,transport,493
LYFT   *RIDE SAT 6PM    VANCOUVER,transport,996
LYFT   *RIDE SAT 9PM    VANCOUVER,transport,493
LYFT   *RIDE SUN 12AM   VANCOUVER,transport,1792
LYFT   *RIDE SUN 12PM   VANCOUVER,transport,592
LYFT   *RIDE SUN 1AM    VANCOUVER,transport,1998
LYFT   *RIDE SUN 1PM    VANCOUVER,transport,491
LYFT   *RIDE SUN 2PM    VANCOUVER,transport,534
LYFT   *RIDE SUN 5PM    VANCOUVER,transport,798
LYFT   *RIDE SUN 6PM    VANCOUVER,transport,534
LYFT   *RIDE SUN 7PM    VANCOUVER,transport,1299
LYFT   *RIDE SUN 8PM    VANCOUVER,transport,493
LYFT   *RIDE THU 10AM   VANCOUVER,transport,7598
LYFT   *RIDE THU 4AM    VANCOUVER,transport,3956
LYFT   *RIDE THU 7PM    VANCOUVER,transport,992
LYFT   *RIDE THU 8PM    VANCOUVER,transport,699
LYFT   *RIDE TUE 3PM    VANCOUVER,transport,892
LYFT   *RIDE TUE 4PM    VANCOUVER,transport,897
LYFT   *RIDE TUE 5PM    VANCOUVER,transport,994
LYFT   *RIDE WED 10AM   VANCOUVER,transport,492
LYFT   *RIDE WED 5PM    VANCOUVER,transport,495
LYFT   *RIDE WED 6PM    VANCOUVER,transport,496
LYFT   *RIDE WED 7PM    VANCOUVER,transport,498
LYFT   *RIDE WED 8PM    VANCOUVER,transport,491
LYFT   *RIDE WED 9PM    VANCOUVER,transport,526
LYFT   *STANDARD 05-13  VANCOUVER,transport,491
LYFT   *STANDARD 05-14  VANCOUVER,transport,594
LYFT   *STANDARD 05-19  VANCOUVER,transport,697
LYFT   *STANDARD 05-22  VANCOUVER,transport,492
LYFT   *STANDARD 06-01  VANCOUVER,transport,1792
LYFT   *STANDARD 06-13  VANCOUVER,transport,1345
LYFT   *STANDARD 06-26  VANCOUVER,transport,892
LYFT   *STANDARD 07-08  VANCOUVER,transport,2498
LYFT   *STANDARD 07-10  VANCOUVER,transport,997
LYFT   *STANDARD 07-17  VANCOUVER,transport,2892
LYFT   *STANDARD 07-22  VANCOUVER,transport,1973
LYFT   *WAITSAVE 05-17  VANCOUVER,transport,944
LYFT   *WAITSAVE 05-19  VANCOUVER,transport,497
LYFT   *WAITSAVE 05-23  VANCOUVER,transport,699
LYFT   *WAITSAVE 06-12  VANCOUVER,transport,5795
"M & D GROCERY BURNABY, BC",groceries,670
MADE BY MARCUS MILLCREE Edmonton,dining,3500
MAIIZ NIXTAMAL EATERY & VICTORIA,dining,2468
MakeMyTrip Gurugram,travel,52200
MAN CAVE BARBER SHOP -  WHITE ROCK,health,3461
MANCHU WOK 409862269    BURNABY,dining,1626
"MANJAL SOUTH INDIAN KITC BURNABY, BC",dining,4827
MAR MAC CONVENIENCE 001 SURREY,groceries,479
MARHABA RESTAURANT 001  VICTORIA,dining,12310
MARILENA (TOPTABLE GROU VANCOUVER,dining,9277
MARK'S STORE #320       EDMONTON,shopping,-3149
MARSHALLS 728           VICTORIA,shopping,9631
MARSHALLS 736           KELOWNA,shopping,-9631
MARSHALLS 745           EDMONTON,shopping,-6844
MARSHALLS 788           EDMONTON,shopping,4304
MARSHALLS 794           EDMONTON INTE,shopping,3149
MARY'S POPCORN SHOP 411 BANFF,dining,735
MATCH EATERY & PUBLIC H CAMPBELL RIVER,dining,2420
MCDONALD'S              WEST VANCOUVER,dining,335
"MCDONALD'S #10947 VICTORIA, BC",dining,5201
MCDONALD'S #11057       BURNABY,dining,53
MCDONALD'S #1198   Q04  VANCOUVER,dining,210
MCDONALD'S #12310       NORTH VANCOUVER,dining,250
MCDONALD'S #1254        VICTORIA,dining,985
MCDONALD'S #23431       RICHMOND,dining,1175
MCDONALD'S #26038       VANCOUVER,dining,1314
MCDONALD'S #41264       LEVIS,dining,2043
MCDONALD'S #8009   Q04  BURNABY,dining,356
"MEATEX FARMS LTD EDMONTON, AB",groceries,8405
MEMBERSHIP FEE INSTALLMENT,subscriptions,1599
"METRO CINEMA EDMONTON, AB",shopping,2000
"MINISO-AB-WEST EDMONTON M EDMONTON, AB",shopping,419
"MINISO-BC-PARK ROYAL WEST VANCOUVE, BC",shopping,666
MOLLYTEA EDMONTON       EDMONTON,dining,1052
MOMO FACTORY            VANCOUVER,dining,4592
MON PARIS PATISSERIE    BURNABY,dining,1389
MOUNTAIN WAREHOUSE MOUN EDMONTON,shopping,10499
MOXIE'S CLASSIC GRILL   CAMPBELL RIVER,dining,4182
MOXIES - 364 - YATES 29 VICTORIA,dining,2500
MR. BARBER - JASPER     EDMONTON,health,6275
MUCHO BURRITO - 2107 40 EDMONTON,dining,2211
MUCHO BURRITO - 2209 40 VICTORIA,dining,310
MUCHO BURRITO 408355521 VICTORIA,dining,1129
MUGHAL GARDENS 001      MERRITT,dining,3706
MURCHIE'S HILLSIDE MURC VICTORIA,dining,394
NANDO'S METROTOWN       BURNABY,dining,1993
NEITHAL SEAFOOD GROCERY EDMONTON,groceries,2467
"NEITHAL SEAFOOD GROCERY EDMONTON, AB",groceries,10440
NETFLIX.COM             866-716-0414,subscriptions,894
NETFLIX.COM             VANCOVER,subscriptions,894
NEURONCA* TRIP-95U      VANCOUVER,transport,959
NEURONCA* TRIP-LTB      VANCOUVER,transport,1091
NEW YORK FRIES #3236    BURNABY,dining,1205
"NEW YORK FRIES STORE # EDMONTON, AB",dining,1205
NEWS & GIFTS SHOPS INTE ATLANTA,shopping,1435
"NINA PIZZA ST-JEAN QUEBEC, QC",dining,7409
"NOFRILLS CRAIG'S #3947 LEDUC, AB",groceries,735
NOODLEBOX               NEW WESTMINSTER,dining,1842
"NORTH COMPUTERS EDMONTON, AB",shopping,5000
NUESTRA                 Edmonton,dining,1339
"NYF #3235 VANCOUVER, BC",dining,996
OAK BAY REC RECEPTION 1 VICTORIA,health,5000
OAK BAY REC RECEPTION 2 VICTORIA,health,575
OLD NAVY CANADA 846     EDMONTON,shopping,8853
OLD SPAGHETTI EDMONTON  EDMONTON,dining,10288
OLDNAVY.COM             800-427-7895,shopping,4409
OLIVE  GARDEN CDA #5    EDMONTON,dining,7951
ON RUNNING CANADA INC.  VANCOUVER,shopping,2200
OPENAI                  SAN FRANCISCO,subscriptions,1594
OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,subscriptions,2800
"OPENROUTER, INC         NEW YORK",subscriptions,547
OTHER,shopping,100000
PACIFICA PADDLE SPORT   BRENTWOOD BAY,shopping,4480
"PADMANADI VEGETARIAN R EDMONTON, AB",dining,6214
"PAILLARD ST JEAN QUEBEC, QC",dining,2738
PAKKA LOCAL 001         SURREY,dining,2046
"PAPA JOHN'S PIZZA NORTH BURNABY, BC",dining,1678
PAPA JOHNS PIZZA 001    EDMONTON,dining,1962
